Postcode,Positional_quality_indicator,Eastings,Northings,Latitude,Longitude,Country_code,NHS_regional_HA_code,NHS_HA_code,Admin_county_code,Admin_district_code,Admin_ward_code,County,Census_Code,Hectares
CB1 0UW,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0UY,50,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0UZ,50,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0WB,50,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0WS,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0WW,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0XD,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0XH,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0XN,10,546176,256993,52.191807,0.1370701,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0XT,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0XU,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0XW,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0XX,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0YA,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0YB,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0YE,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0YF,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0YG,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0YH,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0YJ,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0YL,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0YN,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0YP,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0YQ,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0YS,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0YT,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0YU,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0YW,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0YX,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0YY,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0YZ,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 0ZY,50,546881,258966,52.209345,0.14823086,E92000001,E19000001,E18000006,E10000003,E07000008,E05002702,Cambridgeshire,E10000003,305400.769
CB1 0ZZ,50,546881,258966,52.209345,0.14823086,E92000001,E19000001,E18000006,E10000003,E07000008,E05002702,Cambridgeshire,E10000003,305400.769
CB1 1AH,10,545171,258702,52.207426,0.12311011,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1AJ,10,545782,258509,52.205531,0.13196218,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1AL,10,546044,258752,52.207645,0.13589813,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1AN,10,546028,258755,52.207676,0.13566544,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1AP,10,545628,258565,52.206075,0.12973428,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1AQ,10,546042,258765,52.207762,0.13587448,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1AZ,10,545722,258462,52.205124,0.13106459,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1BA,10,545790,258313,52.203768,0.13199486,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1BB,10,545846,258169,52.202459,0.13275176,E92000001,E19000001,E18000006,E10000003,E07000008,E05002711,Cambridgeshire,E10000003,305400.769
CB1 1BD,10,545829,258289,52.203542,0.13255481,E92000001,E19000001,E18000006,E10000003,E07000008,E05002711,Cambridgeshire,E10000003,305400.769
CB1 1BG,10,545867,258413,52.204646,0.13316382,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1BH,10,545775,258280,52.203475,0.13176133,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1BL,10,545961,258443,52.204891,0.13455128,E92000001,E19000001,E18000006,E10000003,E07000008,E05002711,Cambridgeshire,E10000003,305400.769
CB1 1BN,10,545973,258488,52.205292,0.13474614,E92000001,E19000001,E18000006,E10000003,E07000008,E05002711,Cambridgeshire,E10000003,305400.769
CB1 1BP,10,546015,258534,52.205694,0.13538012,E92000001,E19000001,E18000006,E10000003,E07000008,E05002711,Cambridgeshire,E10000003,305400.769
CB1 1BS,10,546037,258557,52.205895,0.13571174,E92000001,E19000001,E18000006,E10000003,E07000008,E05002711,Cambridgeshire,E10000003,305400.769
CB1 1BT,10,546109,258661,52.20681,0.13680944,E92000001,E19000001,E18000006,E10000003,E07000008,E05002711,Cambridgeshire,E10000003,305400.769
CB1 1BU,10,546171,258728,52.207395,0.13774499,E92000001,E19000001,E18000006,E10000003,E07000008,E05002711,Cambridgeshire,E10000003,305400.769
CB1 1BW,10,545992,258507,52.205457,0.13503216,E92000001,E19000001,E18000006,E10000003,E07000008,E05002711,Cambridgeshire,E10000003,305400.769
CB1 1BX,10,546161,258738,52.207488,0.13760306,E92000001,E19000001,E18000006,E10000003,E07000008,E05002711,Cambridgeshire,E10000003,305400.769
CB1 1BY,10,546136,258722,52.207351,0.13723057,E92000001,E19000001,E18000006,E10000003,E07000008,E05002711,Cambridgeshire,E10000003,305400.769
CB1 1DB,10,545936,258532,52.205697,0.13422403,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1DF,10,545754,258619,52.206526,0.13160004,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1DG,10,545847,258574,52.206098,0.13294065,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1DJ,10,545854,258532,52.205718,0.13302494,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1DP,10,545707,258519,52.20564,0.13086975,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1DR,10,545804,258508,52.205516,0.13228346,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1DS,10,545778,258469,52.205173,0.13188648,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1DT,10,545762,258426,52.20479,0.13163402,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1DU,10,545656,258437,52.204917,0.13008873,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1DW,10,545793,258350,52.204099,0.13205464,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1DX,10,545809,258379,52.204356,0.13230108,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1DY,10,545841,258409,52.204617,0.13278191,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1DZ,10,545745,258398,52.204543,0.1313734,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1EA,10,546182,257043,52.192254,0.13717936,E92000001,E19000001,E18000006,E10000003,E07000008,E05002706,Cambridgeshire,E10000003,305400.769
CB1 1EE,10,545662,258321,52.203874,0.13012662,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1EG,10,545693,258382,52.204413,0.13060613,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1EH,10,545550,258380,52.204433,0.12851422,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1EJ,10,545582,258504,52.205539,0.12903541,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1EL,10,545651,258542,52.205862,0.13006074,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1EQ,10,545600,258375,52.204375,0.12924321,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1ER,10,545675,258659,52.206907,0.13046198,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1ES,10,545659,258513,52.205599,0.13016526,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1EW,10,545685,258626,52.206608,0.13059403,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1EX,10,545593,258588,52.206291,0.12923235,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1EY,10,545509,258575,52.206196,0.12799841,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1EZ,10,545546,258653,52.206887,0.12857297,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1HA,10,545602,258707,52.207357,0.12941508,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1HE,10,545715,258673,52.207022,0.13105294,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1HL,10,546046,258721,52.207366,0.13591402,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1HP,10,545941,258753,52.207681,0.13439231,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1HQ,10,545727,258220,52.202949,0.13103366,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1HR,10,545911,258753,52.207689,0.1339536,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1HS,10,545751,258251,52.203221,0.13139792,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1HT,10,545844,258700,52.20723,0.132951,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1HU,10,545885,258731,52.207498,0.13356391,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1HW,10,545969,258762,52.207754,0.13480565,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1HX,10,545792,258733,52.207541,0.13220477,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1HZ,10,545996,258767,52.207792,0.13520265,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1JA,10,545820,258607,52.206401,0.13256002,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1JE,10,545566,258305,52.203755,0.12871598,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1JF,10,545712,258222,52.202971,0.13081519,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1JG,10,545687,258252,52.203247,0.13046253,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
CB1 1JH,10,545415,258269,52.203471,0.12649253,E92000001,E19000001,E18000006,E10000003,E07000008,E05002709,Cambridgeshire,E10000003,305400.769
